ID,Name,Concepticon_ID,Concepticon_Gloss,Spanish,Portuguese,Simplified,SemanticField,SensoryCategory
2597,"sizzle, be hot, have a fever, noise of wind or rain",,,,,Sound of action,,Sense perception
2598,pound,,,,,Sound of action,,Basic actions and technology
2599,dig,,,,,Sound of action,,Basic actions and technology
2600,rub,,,,,Sound of action,,Basic actions and technology
2601,"lick, suck",,,,,Sound of action,,Basic actions and technology
2602,shell corn,,,,,Sound of action,,Food and drink
2603,dampen,,,,,Sound of action,,Basic actions and technology
2604,"nurse (baby), have hiccups",,,,,Sound of action,,The body
2605,"step on, squash",,,,,Sound of action,,Basic actions and technology
2606,step in something soft and mushy,,,,,Sound of action,,Basic actions and technology
2607,kick,,,,,Sound of action,,Basic actions and technology
2608,"walk fast, angrily",,,,,Sound of action,,Motion
2609,blink,,,,,Sound of action,,The body
2610,"fry, stick into",,,,,Sound of action,,Basic actions and technology
2611,"sharpen, squeeze",,,,,Sound of action,,Basic actions and technology
2612,poke,,,,,Sound of action,,Basic actions and technology
2613,sing (bird) at dawn or dusk,,,,,Sound of action,,Animals
2614,kiss,,,,,Sound of action,,The body
2615,drip,,,,,Sound of action,,The physical world
2617,jaguar species,,,,,Sonido de animal u objeto,,Animals
2618,bird species (jacamin),,,,,Sonido de animal u objeto,,Animals
2619,bird species (alencó),,,,,Sonido de animal u objeto,,Animals
2620,bird species (toucan),,,,,Sonido de animal u objeto,,Animals
2621,porpoise,,,,,Sonido de animal u objeto,,Animals
2622,bird species (araquá),,,,,Sonido de animal u objeto,,Animals
2623,bird species,,,,,Sonido de animal u objeto,,Animals
2624,chicken (rooster),,,,,Sonido de animal u objeto,,Animals
2625,hawk species,,,,,Sonido de animal u objeto,,Animals
2626,owl species,,,,,Sonido de animal u objeto,,Animals
2627,frog species,,,,,Sonido de animal u objeto,,Animals
2628,monkey species,,,,,Sonido de animal u objeto,,Animals
2629,pigeon species,,,,,Sonido de animal u objeto,,Animals
2630,parakeet species,,,,,Sonido de animal u objeto,,Animals
2631,bird species (cujubim),,,,,Sonido de animal u objeto,,Animals
2632,parrot species,,,,,Sonido de animal u objeto,,Animals
2633,natural spring,,,,,Sonido de animal u objeto,,The physical world
2634,bird species (uru),,,,,Sonido de animal u objeto,,Animals
2635,long bamboo flute,,,,,Sonido de animal u objeto,,Basic actions and technology
2636,wild pig species (queixada),,,,,Sonido de animal u objeto,,Animals
2637,monkey species (zogue zogue),,,,,Sonido de animal u objeto,,Animals
2638,piranha species,,,,,Sonido de animal u objeto,,Animals
2639,bird species (nambu),,,,,Sonido de animal u objeto,,Animals
2640,anything made of metal,,,,,Sonido de animal u objeto,,Basic actions and technology
2641,rat species,,,,,Sonido de animal u objeto,,Animals
2642,chicken (hen),,,,,Sonido de animal u objeto,,Animals
2643,dragonfly,,,,,Sonido de animal u objeto,,Animals
2644,bird species (nbambu),,,,,Sonido de animal u objeto,,Animals
2645,bird species (socó boi),,,,,Sonido de animal u objeto,,Animals
2646,bird species (nambu galinha),,,,,Sonido de animal u objeto,,Animals
2647,monkey species (guariba),,,,,Sonido de animal u objeto,,Animals
2648,bird species (coroca),,,,,Sonido de animal u objeto,,Animals
2649,medicine given by drops,,,,,Sonido de animal u objeto,,Basic actions and technology
2650,mud,,,,,Sonido de animal u objeto,,The physical world
2651,owl species (caburé da noite),,,,,Sonido de animal u objeto,,Animals
2652,pigeon species (galega),,,,,Sonido de animal u objeto,,Animals
2653,bamboo flute,,,,,Sonido de animal u objeto,,Basic actions and technology
2654,weasel species,,,,,Sonido de animal u objeto,,Animals
2655,sound of screaming,,,,,,,Emotion and values
2656,sound of killing,,,,,,,Warfare and hunting
2657,sound of killing birds,,,,,con alargamiento en la última o,,"Warfare and hunting, Animals"
2658,sound of day dawning,,,,,,,The physical world
2659,sound of talking an unintelligible language,,,,,,,Speech and language
2660,"sound representing numerous kinds of events, such as talking, fighting, working of magic, eating",,,,,,,Basic actions and technology
2661,sound of child emerging from womb,,,,,,,The body
2662,sound of completing something,,,,,con alargamiento,,OTHER
2663,sound of blowing,,,,,con alargamiento,,Basic actions and technology
2664,sound of talking,,,,,spoken gutterally; con alargamiento,,Speech and language
2665,sound of calling or fear,,,,,con alargamiento,,"Speech and language, Emotion and values"
2666,sound of waving something in the air to get attention,,,,,,,Basic actions and technology
2667,sound of a certain fish,,,,,,,Animals
2668,sound of eating fruit,,,,,,,Food and drink
2669,sound of falling into a hole,,,,,,,Motion
2670,sound of gunshot going off,,,,,,,Warfare and hunting
2671,sound of arrow hitting its mark,,,,,con alargamiento,,Warfare and hunting
2672,sound of going inside something,,,,,,,Motion
2673,sound of shooting an arrow,,,,,,,Warfare and hunting
2674,sound of footsteps,,,,,whispered,,Motion
2675,sound of laughing,,,,,,,Emotion and values
2676,sound of something clumsy coming,,,,,whispered,,Motion
2677,sounding of cutting up bodies,,,,,spoken gutterally,,Warfare and hunting
2678,,,,sonido de caer adentro,,,,Motion
2679,,,,sonido de caer adentro o coger y tragar de golpe,,,,Motion
2680,,,,sonido que produce un machete cuando se quiebra,,,,Basic actions and technology
2681,,,,sonido de majar con mazo,,,,Basic actions and technology
2682,,,,sonido que indica caída,,,,Motion
2683,,,,sonido que produce el tucán cuando canta,,,,Animals
2684,,,,sonido que produce la caída de un huayo chico al agua,,,,Agriculture and vegetation
2685,,,,sonido que produce la caída de algo al agua,,,,Motion
2686,,,,llanto de una criatura recién nacida,,,,Emotion and values
2687,,,,sonido que produce una clase de tucán,,,,Animals
2688,,,,sonido de la voz de cierto grillo,,,,Animals
2689,,,,sonido de algo que cae a la tierra,,,,Motion
2690,,,,sonido que representa la acción de sobar,,,,Basic actions and technology
2691,,,,sonido que representa la acción de desmontar,,,,Basic actions and technology
2692,,,,sonido de risa,,,,Emotion and values
2693,,,,onomatopeya de la risa,,,,Emotion and values
2694,,,,sonido de soplar,,,,Basic actions and technology
2695,,,,"gruñido del tigre cuando está enojado, grito (maullido) de gato",,,,Animals
2696,,,,sonido de boa que cae al agua,,,,Animals
2697,,,,"acabado, terminado",,,,OTHER
2698,,,,"acabado, terminado / desaparecido",,,,OTHER
2699,,,,sonido de explosión,,,,Basic actions and technology
2700,,,,ayayay,,Esta parece más bien una interjección.,,OTHER
2701,,,,sonido del tiro (balear),,,,Warfare and hunting
2702,,,,desaparecido,,,,OTHER
2703,,,,sonido de golpes,,,,Basic actions and technology
2704,,,,sonido de golpe,,,,Basic actions and technology
2705,,,,sonido del aleteo,,,,Animals
2706,,,,sonido de caer,,,,Motion
2707,,,,sonido de aletear,,,,Animals
2708,,,,sonido de correr,,,,Motion
2709,,,,sonido de reventar,,,,Basic actions and technology
2710,,,,sonido que produce el roer de un insecto,,,,Animals
2711,,,,sonido de la chispa de un rayo,,,,The physical world
2712,,,,sonido que produce el mordisquear,,,,Food and drink
2713,,,,sonido de regarse algo,,,,Motion
2714,,,,sonido de traqueteo que producen las frutas secas al ser pisadas,,,,Agriculture and vegetation
2715,,,,sonido que produce el roer,,,,Animals
2716,,,,sonido que produce al romperse algo,,,,Basic actions and technology
2717,,,,sonido que se produce al saltar de adentro hacia afuera,,,,Motion
2718,,,,sonido que representa el hecho de arrancar,,,,Basic actions and technology
2719,,,,sonido que produce el cortar algo,,,,Basic actions and technology
2720,,,,sonido que se produce al romper algo,,,,Basic actions and technology
2721,,,,sonido que produce algo que cae al agua,,,,Motion
2722,,,,sonido que se produce al resbalarse algo,,,,Basic actions and technology
2723,,,,sonido de algo que cae en tierra,,,,Motion
2724,,,,sonido de algo que cae en el agua,,,,Motion
2725,,,,sonido que produce el trueno,,,,The physical world
2726,,,,sonido de un choque,,,,Basic actions and technology
2728,,,,sonido producido por un golpe,,,,Basic actions and technology
2729,,,,sonido que comunica nada,,"Parece ser interjección. El ejemplo dice: Nada, la trampa no quiere agarrar al paujil.",,Speech and language
2730,,,,sonido que produce el atrapar algo,,,,Basic actions and technology
2731,,,,sonido de una campana,,,,Basic actions and technology
2732,,,,"idea de ponerse tendido, tiezo, postrado",,,,"The body, Spatial relations"
2733,,,,canto del pajarito toncachi,,,,Animals
2734,,,,sonido emitido por el coleóptero del mismo nombre cuando es apretado con el dedo,,,,Animals
2735,,,,voz del pájaro paracucu cuando canta,,,,Animals
2736,,,,"sonido del vuelo de picaflor / sonido que representa crispaturas [¿estremecimientos?, JMS]",,,,Animals
2737,,,,sonido que representa que algo sucede de repente,,,,OTHER
2738,,,,sonido que produce un trueno,,,,The physical world
2739,,,,sonido hecho por el majás al correr,,,,Animals
2740,,,,sonido que produce el zumbido de las abejas,,,,Animals
2741,,,,imitación del grito del mono capuchino,,,,Animals
2742,,,,caerse al agua,,,,Motion
2743,,,,forma de gritar de hembra de paujil,,,,Animals
2744,,,,"golpe asestado con el filo de una herramienta; grito que profiere un chamán que está curando a un enfermo, cuando lucha contra un ser sobrenatural dándole golpes con el filo de una herramienta",,,,"Religion and belief, Basic actions and technology"
2745,,,,sonido producido por un objeto de madera cuando se lo golpea,,,,Basic actions and technology
2746,,,,"crujido seco que se produce al caminar, sonido de una rama que se parte",,,,Motion
2747,,,,sonido que produce un objeto puntiaguado cuando penetra una materia,,,,Basic actions and technology
2748,,,,grito de paují macho,,,,Animals
2749,,,,ruido que producen las vibraciones de un hilo bajo tensión,,,,Animals
2750,,,,recibir un golpe en la cabeza,,,,The body
2751,,,,ruido sordo que produce un objeto blando al caer,,,,Motion
2752,,,,"cabuya, cuerda, tensor de arco que se rompe",,,,Basic actions and technology
2753,,,,ruido que hace una cerbatana al soplarla para lanzar un proyectil o sustancias maléficas en dirección a alguien,,,,Warfare and hunting
2754,,,,afilar,,,,Basic actions and technology
2755,,,,sangre que brota de una herida,,,,The body
2756,,,,ruido de un objeto metálico cuando es golpeado por un objeto duro,,,,Basic actions and technology
2757,,,,golpe que se le da a alguien en la cabeza con un leño o un garrote,,,,Warfare and hunting
2758,,,,"ruido de flechas que chocan entre sí o que caen después de haber sido disparadas. Más precisamente, el ruido que hacen las flechas de los hekura guerreros y, por extensión, los propios hekura",,Hekura: clase de seres sobrenaturales,,"Religion and belief, Warfare and hunting"
2759,,,,"estallar (trueno). Más específicamente, el ruido de trueno que utiliza un chamán para combatir a los espíritus malévolos de la enfermedad",,,,"Religion and belief, The physical world"
2760,,,,ruido que hacen los hekura al llegar,,Hekura: clase de seres sobrenaturales,,Religion and belief
2761,,,,ruido que hace un ser vivo cuando cae al suelo sin conocimiento o muerto,,,,The body
2762,,,,alcanzar un blanco con una flecha de bambú,,,,Warfare and hunting
2763,,,,llegada de un hekura al pecho de un chamán (aceptando el ofrecimiento de otro chamán),,Hekura: clase de seres sobrenaturales,,Religion and belief
2764,,,,canto del diostedé rabadilla dorada o piapoco. Se trata con frecuencia del canto de un hekura asociado a este pájaro,,Hekura: clase de seres sobrenaturales,,"Religion and belief, Animals"
2765,,,,sonido que hace una abeja,,con alargamiento: diii,,Animals
2766,,,,sonido hecho por una flauta,,"El ideófono está escrito así: ji-jidididi. No es clara la función del guion, pues no se usa en el resto del diccionario y no hay evidencia de un prefijo ji-.",,Basic actions and technology
2767,,,,imitación de cualquier canto,,,,Speech and language
2768,,,,"grr [¿gruñido?, JMS]",,,,Emotion and values
2769,,,,canto del pájaro muttu,,,,Animals
2770,,,,"ñam [comer/masticar?, JMS]",,,,Food and drink
2771,,,,sonido que da el nombre a la rana kutata,,,,Animals
2772,,,,sonido que produce un diablo,,,,Religion and belief
2773,,,,ruido que hace el agua al caer como un chorro,,,,The physical world
2774,,,,gotas rápidas,,,,The physical world
2775,,,,gotas lentas,,,,The physical world
2776,,,,sonido que hace el fuego al encenderse,,,,The physical world
2777,,,,indica la caída de algo grande,,,,Motion
2778,,,,ruido que hace el agua o la cabellera al caer,,,,Motion
2779,falling into water,,,,,,,Motion
2780,breaking,,,,,,,Basic actions and technology
2781,swimming or moving silently,,,,,,,Motion
2782,sound of a bell,,,,,,,Basic actions and technology
2783,laying down,,,,,,,Spatial relations
2784,dripping drops,,,,,,,The physical world
2785,rowing,,,,,,,Basic actions and technology
2786,quickly,,,,,,,Motion
2787,hanging,,,,,,,Spatial relations
2788,something heavy hitting the ground,,,,,,,Basic actions and technology
2789,toppled over,,,,,Physical characteristics,,Spatial relations
